matricule,serie_bac,wilaya_bac,moyenne_bac,sexe,english,french,his_geo,arabic_literature,maths,philosophy,physics,primary_module,islamic_science
38008922,N03,14,9.57,FEMININ,15.5,12.0,11.0,15.5,6.0,5.5,3.5,9.0,17.0
35083658,N03,28,11.67,FEMININ,4.5,8.5,10.5,14.5,14.0,5.0,16.0,7.5,18.0
38014511,N03,14,11.38,FEMININ,6.5,8.5,12.5,17.0,11.0,6.5,11.5,10.5,14.0
38009647,N03,14,10.43,FEMININ,5.5,11.0,13.0,16.0,8.5,12.0,6.5,8.5,19.0
38002878,N03,8,9.36,FEMININ,11.5,6.5,12.0,8.5,4.5,13.5,8.5,8.5,18.0
35055561,N03,19,14.2,MASCULIN,16.0,10.0,15.5,9.5,16.5,7.5,14.0,15.0,19.0
32063657,N03,44,12.08,FEMININ,11.0,9.5,14.5,11.0,12.5,7.0,13.0,12.0,14.5
32022725,N03,9,14.34,MASCULIN,14.0,12.5,12.0,8.5,18.0,8.5,16.5,15.0,15.0
31012669,N03,15,9.46,FEMININ,12.5,13.0,13.0,9.0,7.5,9.0,5.5,7.0,15.5
37013525,N03,13,10.38,FEMININ,13.0,10.0,12.0,17.5,7.5,6.0,6.0,9.0,18.5
32010120,N03,2,11.15,FEMININ,7.0,10.0,16.5,15.0,6.5,11.5,10.0,11.0,16.0
32021608,N03,9,13.94,MASCULIN,6.0,7.5,13.5,11.0,19.5,9.0,18.5,12.0,17.0
37039100,N03,31,14.07,FEMININ,9.0,15.5,15.5,13.0,14.0,11.5,15.5,14.0,15.0
33007696,N03,6,11.76,MASCULIN,8.0,10.5,12.5,12.5,13.0,10.5,9.0,13.0,13.5
37068312,N03,48,13.77,FEMININ,14.5,12.0,19.0,12.5,11.0,11.5,14.5,13.0,18.5
31096156,N03,16,11.93,MASCULIN,16.5,16.5,9.5,12.5,12.5,6.0,12.0,9.0,14.5
34001173,N03,4,15.98,FEMININ,15.0,14.0,16.5,13.0,16.5,14.0,17.0,16.0,19.0
31080616,N03,16,12.78,FEMININ,12.5,14.0,15.5,14.5,12.0,2.5,14.0,12.0,18.0
39049609,N03,30,11.54,MASCULIN,6.5,7.0,13.5,13.0,14.5,7.5,10.5,9.0,20.0
37061272,N03,31,16.92,MASCULIN,19.0,17.0,18.5,17.0,19.0,16.0,16.5,14.0,17.5
34056686,N03,40,10.65,FEMININ,8.0,11.5,10.5,10.5,6.0,10.0,10.0,13.0,15.0
33009525,N03,6,12.83,FEMININ,12.5,12.0,14.0,15.0,14.5,7.5,12.0,9.0,17.5
36016402,N03,21,17.88,FEMININ,16.0,11.5,17.0,17.0,20.0,17.5,20.0,17.5,19.0
38047702,N03,29,10.53,MASCULIN,7.0,6.0,9.5,11.5,13.0,8.0,8.0,12.5,11.0
36021166,N03,23,15.95,FEMININ,19.0,15.5,14.5,14.5,19.0,10.5,19.0,13.0,16.0
35055046,N03,19,11.0,FEMININ,6.0,7.5,11.0,13.5,13.0,6.0,12.5,8.5,15.5
38042667,N03,22,10.97,MASCULIN,14.0,15.0,15.5,14.0,8.0,4.5,6.5,11.0,15.5
34027126,N03,12,9.33,FEMININ,7.0,2.0,15.5,14.0,6.5,14.5,8.5,8.5,7.0
31085945,N05,16,10.23,MASCULIN,9.5,14.5,14.0,9.0,11.0,4.5,3.0,14.0,13.0
37016717,N03,13,17.23,FEMININ,17.5,15.0,17.5,19.5,18.0,13.5,17.0,16.5,19.5
37051638,N05,31,9.76,FEMININ,10.5,9.5,9.5,10.5,6.5,6.0,7.5,12.5,14.5
31029893,N03,35,14.06,FEMININ,16.0,15.5,14.0,11.5,13.5,7.5,17.0,13.5,15.0
31062749,N03,16,12.25,MASCULIN,8.5,17.5,12.0,10.5,11.5,9.5,10.0,13.0,18.0
34015403,N03,12,9.55,FEMININ,8.5,8.0,10.5,12.5,7.0,7.5,8.5,11.5,12.0
39020952,N05,17,10.12,MASCULIN,4.5,3.0,10.0,10.5,4.5,9.5,9.0,17.0,14.5
37067444,N03,48,9.27,FEMININ,6.0,4.5,8.5,13.0,10.0,8.0,9.5,7.5,13.5
32033636,N03,9,14.93,MASCULIN,15.0,12.5,14.5,12.5,17.5,8.5,18.0,13.5,16.0
31053131,N03,16,9.93,MASCULIN,12.0,16.0,11.0,11.5,3.5,9.5,6.0,13.0,11.0
32009193,N03,2,10.81,FEMININ,9.0,8.0,12.5,13.0,9.0,7.0,11.5,8.5,19.5
35083852,N03,28,12.13,MASCULIN,8.0,9.0,10.5,17.5,14.5,7.0,13.5,8.5,16.5
34036373,N05,25,12.83,FEMININ,8.5,6.0,12.5,14.0,11.5,5.5,12.5,16.5,19.0
38047821,N05,29,13.89,FEMININ,15.5,8.0,15.0,12.0,15.0,8.0,9.0,19.5,16.5
36047285,N03,41,14.86,MASCULIN,17.5,13.0,14.0,15.0,16.5,4.0,14.5,15.5,18.0
34070557,N03,43,11.81,FEMININ,12.5,12.5,16.0,12.0,9.0,9.0,11.5,12.0,16.0
33018262,N05,10,9.1,MASCULIN,7.0,7.0,11.5,7.0,4.5,8.0,7.5,14.0,12.5
32018350,N03,9,11.21,MASCULIN,7.0,7.0,14.0,11.0,6.5,5.5,16.0,12.0,17.0
38013231,N03,14,11.38,MASCULIN,7.5,12.0,14.0,10.5,10.5,9.0,11.0,11.5,14.5
31085459,N03,16,10.97,MASCULIN,17.5,17.5,7.0,10.0,10.5,7.5,9.5,8.5,14.5
37021603,N03,13,12.12,MASCULIN,6.0,4.0,15.0,12.5,15.5,4.0,12.0,13.5,16.5
39066947,N03,30,11.67,FEMININ,2.0,7.5,13.5,8.0,17.5,11.5,11.5,10.5,15.0
31051401,N03,16,12.56,MASCULIN,4.0,12.0,13.5,13.5,14.5,8.5,14.5,10.5,16.5
38065722,N05,45,13.92,MASCULIN,8.0,8.5,11.5,11.0,17.0,10.0,13.0,17.0,16.0
37065315,N05,46,10.64,FEMININ,5.0,10.0,10.5,12.5,6.5,9.5,10.0,14.0,14.0
36041851,N03,36,10.57,FEMININ,11.5,8.0,11.0,14.0,7.0,12.0,6.0,12.5,16.5
31026722,N03,15,13.02,FEMININ,6.0,12.0,12.0,15.0,17.0,8.5,14.5,12.0,10.5
35038580,N03,7,9.57,MASCULIN,8.5,10.0,8.0,11.0,3.5,5.0,10.0,12.0,16.0
31018308,N03,15,12.48,MASCULIN,13.5,12.5,10.5,12.5,10.5,6.0,12.5,12.0,18.5
38042292,N03,22,16.97,FEMININ,15.0,15.0,18.0,18.0,19.5,9.5,19.0,15.0,19.5
35056302,N03,19,11.19,FEMININ,14.0,14.0,14.0,12.5,5.5,10.0,6.0,13.5,19.5
31058148,N03,16,17.73,FEMININ,17.0,16.0,17.0,15.0,18.5,17.0,20.0,17.5,19.0
34003285,N03,4,11.56,MASCULIN,12.0,11.0,11.5,16.0,9.5,5.5,9.5,12.0,16.0
39061180,N05,30,9.47,FEMININ,6.0,5.5,9.0,6.5,7.0,8.5,8.0,15.0,11.0
38009312,N05,14,11.83,FEMININ,9.5,10.5,11.5,9.5,9.0,4.0,11.0,17.0,17.5
35048467,N05,19,9.4,MASCULIN,11.5,16.5,8.5,8.0,8.0,1.5,6.0,13.0,8.0
31013606,N05,15,14.87,FEMININ,13.5,18.5,16.5,19.0,15.0,17.94,15.5,14.0,16.0
34045266,N04,25,11.1,FEMININ,14.5,11.5,10.0,8.0,16.0,7.5,7.5,2.0,15.0
36005410,N03,21,17.54,FEMININ,17.5,16.5,18.5,19.5,19.5,15.5,19.5,13.5,18.0
31044553,N03,16,14.7,FEMININ,15.5,16.0,12.0,11.5,13.0,14.5,16.5,14.5,18.5
37077960,N03,37,9.25,MASCULIN,10.5,10.5,10.5,11.5,5.0,9.5,2.0,12.5,16.5
34018652,N05,12,12.29,FEMININ,18.0,12.5,16.0,11.5,10.5,12.0,6.0,16.0,11.5
31083148,N03,16,12.73,MASCULIN,2.0,10.0,12.0,13.0,15.0,5.0,14.5,14.0,17.5
37034904,N03,27,16.38,FEMININ,18.0,16.5,14.0,17.5,20.0,6.5,17.5,14.0,19.5
38025014,N03,14,10.92,FEMININ,7.0,5.5,14.5,17.5,9.5,8.0,12.5,7.0,17.5
35054448,N03,19,11.75,FEMININ,7.5,6.0,14.5,12.5,14.0,4.0,13.0,10.5,17.5
38002391,N03,8,12.54,FEMININ,4.5,5.0,12.5,15.5,14.0,11.5,12.5,12.0,19.5
38016455,N03,14,10.32,FEMININ,11.0,9.0,13.5,12.0,9.5,4.0,9.5,9.5,13.5
35030245,N05,7,9.2,MASCULIN,9.5,9.0,11.5,13.0,5.0,5.0,9.0,8.5,15.5
35048092,N03,19,13.03,FEMININ,10.0,9.0,16.5,15.5,17.5,2.5,8.0,14.0,19.0
37075716,N03,48,14.6,FEMININ,13.5,11.0,13.0,11.5,18.5,9.5,15.0,14.5,18.5
34038822,N03,25,11.56,FEMININ,11.5,7.0,12.5,9.0,14.0,5.5,15.5,9.5,11.5
34045453,N03,25,13.4,FEMININ,12.0,12.0,9.5,13.0,18.0,6.5,18.0,11.5,7.0
35047433,N03,19,11.67,MASCULIN,8.5,10.0,14.0,11.5,12.0,3.0,12.5,11.0,18.5
33053626,N03,34,11.82,MASCULIN,6.0,5.5,10.0,13.0,12.5,13.5,12.0,12.0,15.5
31083030,N03,16,10.18,MASCULIN,4.5,6.0,9.0,7.5,10.0,3.0,15.0,12.5,9.5
35078741,N05,28,12.76,FEMININ,10.5,10.5,13.0,15.0,15.0,6.0,11.5,11.5,18.5
31010879,N04,15,15.1,MASCULIN,14.0,12.0,12.5,15.0,16.0,9.5,16.5,11.5,18.5
38073471,N03,38,10.5,FEMININ,13.0,10.0,15.0,14.0,9.0,6.5,7.5,8.5,15.5
31093235,N03,16,14.28,MASCULIN,12.0,14.0,15.5,16.5,19.0,10.5,15.0,11.5,18.0
32014746,N05,2,12.0,FEMININ,14.0,16.0,7.5,9.5,11.5,4.0,11.0,16.5,11.0
35006162,N03,5,14.91,MASCULIN,12.0,7.5,14.0,14.0,20.0,4.5,19.0,13.0,18.5
37058785,N03,31,14.07,FEMININ,17.0,18.0,12.5,14.5,15.0,15.0,10.5,14.0,14.0
36003609,N03,21,10.41,MASCULIN,15.5,10.5,7.0,12.5,6.5,6.0,9.0,11.5,16.0
35055414,N03,19,10.55,FEMININ,12.0,10.5,10.5,14.0,6.0,5.5,9.5,12.0,14.5
31034115,N04,35,10.21,FEMININ,7.5,8.0,16.0,14.0,6.5,3.0,10.5,13.0,17.0
39067160,N03,39,14.81,FEMININ,8.0,8.0,19.5,10.5,18.0,6.0,16.5,16.5,20.0
33000707,N03,6,14.81,FEMININ,14.0,16.5,16.5,15.0,18.5,7.5,13.0,13.5,12.5
32033808,N03,9,15.4,FEMININ,10.5,17.0,13.5,15.5,18.0,10.0,17.0,15.5,15.0
36035793,N03,24,10.42,FEMININ,15.5,8.5,11.0,13.5,9.5,11.0,8.0,8.5,11.5
38036403,N03,22,13.15,MASCULIN,6.5,7.5,13.0,15.5,17.5,6.5,16.5,10.5,14.5
31107639,N03,16,15.33,FEMININ,18.5,15.5,16.0,18.5,16.0,14.5,17.0,9.5,19.0
37025211,N03,13,11.4,FEMININ,13.0,13.0,14.0,15.0,10.5,7.0,8.0,10.0,16.0
37075917,N03,48,9.33,MASCULIN,2.5,3.5,14.5,12.5,11.5,4.5,11.5,9.0,7.0
31020059,N05,15,9.94,MASCULIN,6.0,14.0,3.5,14.5,11.5,18.0,15.0,10.0,12.0
38042735,N03,22,10.28,FEMININ,9.5,3.5,11.0,12.5,15.5,5.5,7.5,8.0,15.0
31010637,N03,15,9.61,FEMININ,9.0,9.5,9.0,12.0,5.0,10.5,4.5,11.5,14.0
38002730,N05,8,9.12,FEMININ,11.5,9.0,18.0,12.0,5.0,7.5,6.5,10.0,17.0
38036258,N03,22,9.79,FEMININ,8.0,5.0,12.0,12.5,8.0,8.5,7.0,10.5,17.5
32067355,N03,44,12.83,MASCULIN,16.5,10.5,15.0,13.5,9.0,9.0,12.0,13.5,18.5
34039961,N03,25,11.02,FEMININ,14.5,11.5,17.5,17.0,10.0,4.5,8.0,6.0,19.0
35061577,N03,19,10.21,FEMININ,10.5,14.0,9.0,11.5,8.5,9.5,10.0,8.0,14.0
37015651,N03,13,9.55,FEMININ,8.5,11.0,10.5,14.5,8.0,4.5,7.0,9.0,13.5
31020288,N04,15,15.54,MASCULIN,13.0,15.0,18.0,12.5,16.5,8.0,16.5,14.5,19.5
32054457,N03,42,12.6,FEMININ,10.5,5.0,9.0,16.5,12.5,8.5,15.0,12.0,17.0
32068237,N03,44,9.88,MASCULIN,6.0,6.5,11.0,14.5,10.0,6.5,6.5,9.5,17.0
32070095,N03,44,10.03,MASCULIN,16.5,10.0,13.5,15.5,4.5,6.0,8.0,9.0,18.0
32056183,N03,42,10.63,FEMININ,15.5,14.5,9.5,11.0,13.5,7.0,5.0,9.5,12.0
37048828,N03,31,13.17,MASCULIN,14.0,15.5,10.0,16.0,16.0,11.0,16.0,8.0,9.5
37015511,N03,13,17.6,FEMININ,15.5,15.5,18.0,19.5,19.0,13.5,19.5,16.0,18.5
37073330,N03,46,9.88,FEMININ,8.0,7.0,13.5,14.5,6.0,6.0,8.5,9.5,18.5
38056907,N03,32,12.6,FEMININ,10.0,7.0,14.5,9.0,18.0,3.0,15.0,10.5,17.5
32024008,N05,9,10.02,FEMININ,10.0,7.0,7.5,11.0,2.5,3.5,10.0,18.5,10.0
31075140,N03,16,16.31,FEMININ,14.5,13.5,17.0,17.5,19.0,14.0,15.5,15.5,18.5
34009707,N03,4,13.19,MASCULIN,6.0,9.5,9.5,15.5,18.0,5.5,16.0,11.0,16.5
31020075,N05,15,10.94,FEMININ,9.0,13.5,12.0,16.0,13.0,18.0,13.0,5.5,15.5
34043628,N03,25,12.53,FEMININ,15.5,11.0,11.5,12.5,12.5,7.0,15.5,9.5,16.0
35015025,N05,5,11.89,FEMININ,5.0,9.0,16.5,18.5,11.5,19.0,9.5,11.5,12.0
35010929,N05,5,16.22,MASCULIN,14.5,15.0,15.5,14.0,19.0,4.5,16.5,19.0,15.0
37017135,N04,13,15.88,FEMININ,16.0,16.5,13.5,17.5,17.5,6.5,15.5,16.0,18.5
35087458,N03,28,10.47,FEMININ,9.0,9.0,12.5,12.0,10.0,5.5,12.5,9.5,13.0
35054434,N03,19,10.85,FEMININ,3.5,6.5,13.0,10.5,7.5,8.0,11.0,15.0,16.0
31096986,N03,16,17.2,FEMININ,18.0,18.0,16.5,15.0,18.0,16.5,17.0,16.5,20.0
33018970,N03,10,11.08,MASCULIN,2.0,3.5,8.0,9.5,10.5,10.0,16.5,12.0,16.5
37044565,N05,31,9.64,FEMININ,16.5,11.0,6.0,9.5,8.5,7.0,5.5,12.5,8.5
34037285,N05,25,11.02,FEMININ,16.0,13.5,12.5,10.5,6.0,6.5,10.5,12.5,14.5
34002692,N03,4,11.71,MASCULIN,12.0,13.0,13.5,7.5,15.0,7.5,9.0,11.5,17.0
34057833,N03,40,12.67,FEMININ,4.0,11.5,7.5,15.5,18.5,11.0,14.0,10.5,10.0
35006419,N03,5,10.3,MASCULIN,12.5,10.0,15.5,13.0,12.5,2.5,9.0,4.0,19.0
31029071,N03,35,16.59,FEMININ,15.0,13.5,15.0,19.0,17.5,9.0,18.5,16.5,20.0
34040181,N03,25,10.07,FEMININ,7.0,10.5,13.5,11.0,9.0,11.0,5.5,11.0,14.5
38001719,N03,8,10.15,FEMININ,4.0,5.5,16.5,12.5,8.5,10.0,6.5,11.0,18.0
38039497,N03,22,14.77,MASCULIN,16.0,15.5,15.0,10.5,17.0,10.5,16.0,12.5,19.0
31060952,N05,16,12.94,FEMININ,13.0,16.5,9.0,6.5,13.0,10.0,14.0,14.0,16.0
33017885,N03,10,11.85,FEMININ,10.5,11.0,13.5,9.5,10.5,8.5,8.5,15.5,16.0
31043568,N03,16,9.0,MASCULIN,9.5,10.0,14.5,13.0,6.5,3.5,4.0,10.0,12.5
34063391,N03,43,9.87,MASCULIN,7.0,3.0,8.5,8.0,11.5,4.5,9.5,13.5,11.0
31083842,N03,16,14.25,FEMININ,17.5,14.0,11.5,15.5,13.5,7.0,18.0,12.0,17.5
31088476,N03,16,13.48,FEMININ,15.0,14.5,12.0,15.0,15.5,4.5,15.0,11.0,15.5
36016475,N03,21,10.5,FEMININ,17.0,13.5,9.0,11.0,4.5,6.0,11.0,12.0,15.5
35004920,N03,5,9.89,FEMININ,11.0,6.5,10.0,5.0,11.0,2.0,10.5,11.5,15.0
37043517,N03,31,17.7,FEMININ,13.0,17.0,18.5,16.5,19.5,15.5,19.5,17.0,19.5
31001204,N03,11,15.71,FEMININ,15.5,11.0,14.5,14.0,17.0,11.5,18.5,15.5,19.0
38034237,N03,22,11.65,FEMININ,9.0,4.5,14.0,7.0,6.5,11.5,15.0,15.0,17.0
39062030,N03,39,10.95,MASCULIN,16.0,12.0,12.5,7.5,8.0,13.0,9.5,9.5,18.0
32059103,N03,42,16.35,FEMININ,17.5,15.0,17.0,14.0,17.0,15.0,17.5,15.0,19.5
33022338,N03,10,12.23,FEMININ,7.0,9.0,12.0,15.5,15.0,7.0,11.5,8.5,18.5
31058374,N03,16,12.33,FEMININ,8.0,9.5,8.5,10.5,14.0,6.5,16.5,13.5,12.0
38008796,N03,14,12.59,FEMININ,17.5,11.0,13.0,16.5,11.5,12.5,8.0,12.5,15.5
32029710,N03,9,11.75,FEMININ,8.5,9.0,6.5,16.5,10.0,10.5,13.0,12.0,14.5
33024911,N03,10,9.88,FEMININ,5.5,7.5,10.0,13.5,7.5,11.5,7.5,9.0,19.5
33041000,N04,18,9.68,FEMININ,7.5,4.5,10.0,14.0,8.5,1.5,12.0,7.0,14.0
35086241,N03,28,14.82,FEMININ,13.0,8.5,16.5,11.0,17.0,11.5,16.5,16.0,14.5
37021686,N03,13,11.53,FEMININ,8.0,6.5,16.5,8.5,11.0,8.5,15.0,9.5,17.5
32047259,N03,42,12.95,FEMININ,14.5,9.0,6.5,14.5,16.0,10.5,12.0,12.5,15.0
32070203,N04,44,11.21,MASCULIN,14.0,10.0,13.0,11.0,12.5,5.0,10.5,8.5,12.0
32014830,N05,2,9.94,MASCULIN,11.0,7.0,8.5,9.5,10.5,8.5,5.5,13.5,10.0
34071944,N03,43,9.88,FEMININ,8.0,4.5,7.5,11.0,17.0,4.0,10.5,5.5,13.0
35096449,N03,28,12.78,FEMININ,5.0,6.0,14.5,13.0,19.0,3.5,17.5,9.5,13.5
31052040,N04,16,17.24,FEMININ,18.5,15.5,15.0,17.0,18.5,13.0,18.5,14.5,19.0
36010232,N03,21,11.9,FEMININ,6.5,5.0,15.0,12.5,12.0,12.5,12.0,13.5,10.5
35065471,N03,19,15.97,FEMININ,16.5,12.5,14.5,15.5,20.0,11.5,15.0,15.5,17.5
35012791,N03,5,10.77,FEMININ,7.0,7.0,13.5,14.5,10.0,14.0,4.0,11.0,14.0
33028394,N05,10,15.92,MASCULIN,18.0,12.0,15.0,14.0,15.0,10.0,14.5,20.0,18.5
33041915,N05,34,11.27,MASCULIN,9.0,10.5,10.5,13.0,5.0,4.5,16.0,14.0,15.5
38056332,N03,29,10.28,FEMININ,12.5,8.5,10.5,11.0,5.5,12.5,11.0,9.5,14.0
31018580,N03,15,10.85,FEMININ,12.0,9.0,8.5,15.0,10.5,9.5,7.5,10.0,10.5
31079459,N05,16,15.22,FEMININ,10.0,10.0,14.0,12.5,17.5,6.5,16.0,19.0,17.0
34079847,N03,43,16.11,MASCULIN,17.0,12.5,14.5,17.5,16.5,8.5,19.0,15.5,18.5
34014192,N03,12,10.35,FEMININ,6.0,4.0,11.5,15.0,8.5,3.5,11.0,12.5,11.5
35042398,N03,7,14.7,FEMININ,8.5,10.5,17.0,9.5,18.0,3.0,19.5,14.5,20.0
38045211,N03,29,14.68,FEMININ,13.0,8.0,13.0,15.0,16.0,12.0,17.0,14.5,16.5
31009222,N04,15,12.2,FEMININ,16.0,14.0,11.0,11.5,13.5,7.5,10.0,3.5,16.0
34055845,N03,40,9.55,MASCULIN,11.0,8.5,9.5,15.5,10.0,1.0,8.0,9.5,7.0
38045824,N03,22,15.92,MASCULIN,18.5,14.5,12.5,16.5,19.5,15.0,17.5,11.5,17.0
31073683,N05,16,9.02,MASCULIN,11.5,17.5,13.0,4.0,7.5,5.0,2.5,12.5,12.5
33002024,N03,6,13.23,FEMININ,16.5,15.0,15.5,15.0,9.0,9.5,14.0,12.0,17.5
34037159,N03,25,11.05,MASCULIN,15.5,12.0,11.0,16.5,6.0,5.5,12.0,9.0,15.0
31039085,N04,35,12.36,MASCULIN,9.5,11.5,12.0,10.5,16.5,6.0,12.5,6.5,14.0
31092243,N03,16,14.52,FEMININ,17.5,15.5,12.0,15.0,12.5,12.5,16.0,13.5,16.5
34027863,N05,12,9.34,FEMININ,3.0,7.5,12.5,9.5,9.5,5.5,5.0,14.0,9.5
37037556,N04,27,16.07,MASCULIN,12.0,14.0,14.0,19.0,18.5,7.0,20.0,10.5,13.0
37044878,N03,31,13.67,MASCULIN,11.5,12.5,12.5,10.0,19.5,7.5,15.0,12.0,14.0
31067694,N03,16,16.14,FEMININ,16.5,15.5,17.5,15.5,19.0,12.0,17.5,13.0,19.0
31055036,N03,16,10.8,FEMININ,13.0,10.5,15.0,15.5,8.0,6.5,6.5,10.0,18.0
39022308,N03,17,14.55,FEMININ,3.5,6.5,13.0,10.5,19.5,9.5,18.5,16.5,16.5
31007691,N05,15,12.99,MASCULIN,13.0,14.0,4.5,8.5,16.0,4.5,9.0,19.0,14.0
37049359,N03,31,10.22,MASCULIN,14.0,7.0,14.0,17.0,5.5,12.0,4.5,10.0,16.0
38002678,N03,8,14.64,FEMININ,12.5,9.0,12.0,16.0,18.5,14.0,14.5,14.5,13.0
37019026,N03,13,11.57,FEMININ,6.5,7.5,15.5,14.0,8.5,7.0,12.5,13.0,15.5
39070089,N03,39,9.2,FEMININ,3.0,6.0,10.5,9.5,10.5,8.0,11.5,6.0,14.0
39015813,N03,3,12.6,FEMININ,11.5,12.5,13.0,13.0,11.5,7.0,15.0,13.5,12.5
37068522,N03,31,10.47,FEMININ,9.0,9.0,7.0,9.5,9.5,7.5,11.0,13.0,10.0
35001286,N03,5,10.43,MASCULIN,4.5,9.0,14.0,10.5,10.0,5.5,5.5,13.5,19.0
36031626,N05,24,11.0,MASCULIN,14.5,16.5,10.0,10.0,8.0,5.0,4.0,18.0,11.5
34011729,N03,4,13.95,FEMININ,11.0,11.5,17.0,11.0,13.0,12.5,17.5,13.0,16.0
35041444,N03,7,10.2,FEMININ,11.0,7.0,15.5,13.0,3.0,8.0,6.5,13.5,19.0
37080793,N03,48,13.16,FEMININ,7.5,7.5,13.5,13.0,16.0,10.0,18.0,10.5,14.0
33008418,N05,6,12.83,FEMININ,6.0,16.5,7.5,18.5,13.5,15.0,17.0,7.5,12.5
39060893,N03,30,11.39,FEMININ,8.5,10.0,12.5,12.0,11.5,4.5,16.0,10.5,7.5
37046969,N03,31,9.68,FEMININ,6.0,8.0,15.0,18.0,4.0,4.5,10.5,8.5,14.5
31030825,N05,35,12.62,FEMININ,11.5,7.0,13.5,12.0,11.5,9.5,11.5,15.0,18.5
35005976,N03,5,9.16,FEMININ,13.5,11.5,8.0,14.5,6.0,8.0,10.0,5.5,13.5
35002152,N03,5,10.73,FEMININ,4.5,9.0,12.5,15.0,10.5,5.5,9.5,11.5,13.0
37078176,N04,37,9.78,MASCULIN,12.0,7.5,8.0,9.5,10.0,3.0,11.5,7.0,11.0
37036506,N03,27,13.38,MASCULIN,13.0,12.5,13.5,14.0,16.5,7.5,15.0,9.5,16.5
35097468,N04,28,12.03,FEMININ,6.0,8.5,11.0,16.0,13.5,4.0,12.5,12.0,14.5
36032712,N03,24,16.28,FEMININ,15.0,16.0,12.5,17.0,18.0,14.0,16.5,16.5,15.5
37072791,N03,48,16.4,FEMININ,16.5,10.0,17.5,16.0,15.5,16.0,18.5,16.5,18.5
35042031,N03,7,10.26,MASCULIN,7.0,9.5,10.0,11.0,9.0,4.5,13.5,9.5,16.5
34048729,N03,40,9.07,MASCULIN,11.5,9.5,12.5,11.5,6.5,12.5,9.5,8.5,0.5
32018741,N03,9,11.92,FEMININ,13.0,11.5,10.5,13.0,15.0,6.0,8.0,11.5,17.5
38024401,N03,20,16.18,FEMININ,17.5,12.5,16.0,15.5,19.0,12.0,16.0,16.0,16.0
34017322,N03,12,10.85,FEMININ,10.0,6.0,7.5,15.5,13.5,11.5,6.0,10.0,16.0
37023333,N03,13,10.5,MASCULIN,8.5,6.5,9.0,12.5,14.0,5.0,11.0,9.0,15.0
31097008,N03,16,11.63,FEMININ,15.0,12.0,14.5,17.5,8.5,6.0,8.0,11.5,15.5
33030165,N03,10,13.48,MASCULIN,12.5,13.0,14.0,14.0,13.0,6.5,16.5,11.0,19.0
35039384,N03,7,11.56,FEMININ,7.0,6.0,15.0,18.0,6.5,8.5,11.0,12.5,19.0
32047262,N03,42,9.11,FEMININ,7.5,7.5,11.5,14.5,4.0,6.0,10.5,9.0,9.5
35027858,N03,5,14.62,FEMININ,9.5,11.5,12.0,14.0,17.0,10.0,18.0,15.0,15.5
34070436,N03,43,9.75,MASCULIN,11.5,8.0,11.0,11.5,11.0,5.0,8.5,7.5,13.0
37047471,N03,31,13.57,FEMININ,13.0,14.5,18.5,17.0,8.0,13.5,15.0,12.0,16.5
31025318,N05,35,11.82,MASCULIN,6.0,7.5,12.0,7.0,13.0,5.5,12.0,17.5,8.0
33005317,N03,6,9.45,FEMININ,14.0,12.0,11.0,13.0,3.0,7.5,4.0,8.5,18.0
38032661,N05,22,14.6,FEMININ,14.0,13.5,12.5,15.5,10.5,9.5,16.0,18.0,16.5
35026275,N03,5,14.83,FEMININ,15.0,10.5,17.5,15.0,20.0,10.5,14.5,11.5,16.5
37004041,N03,1,11.33,FEMININ,13.0,10.0,9.0,14.0,12.5,11.0,6.5,12.5,12.0
35026890,N04,5,13.34,FEMININ,3.0,4.5,13.0,14.0,16.5,10.5,16.5,7.5,17.5
39083761,N03,39,14.88,FEMININ,9.5,11.0,18.0,13.5,19.0,14.5,17.0,11.5,18.0
35025839,N03,5,14.4,FEMININ,17.5,18.5,16.0,17.0,13.0,4.5,14.5,13.5,17.5
37056005,N03,31,11.17,MASCULIN,14.0,14.5,11.0,17.5,5.0,14.0,6.0,10.5,19.5
35034064,N03,7,13.83,MASCULIN,9.5,11.5,14.5,14.5,16.0,13.5,17.0,9.5,16.0
35075937,N03,28,10.94,FEMININ,7.5,6.0,12.5,13.0,7.5,9.5,9.5,13.5,17.5
37019149,N03,13,13.77,FEMININ,13.0,11.0,17.0,14.0,14.0,14.0,15.5,11.0,14.5
31055433,N03,16,9.39,FEMININ,1.5,4.5,13.0,15.5,11.0,7.0,5.0,8.0,18.5
34071455,N04,43,9.41,FEMININ,7.5,3.5,9.0,12.0,10.5,2.5,9.5,10.5,15.5
33006469,N03,6,14.45,FEMININ,10.0,14.0,14.5,14.0,13.5,10.5,15.5,15.0,19.0
35009110,N03,5,11.5,FEMININ,11.5,10.5,11.5,12.0,14.0,6.0,9.0,10.5,16.5
35058468,N03,19,9.85,FEMININ,7.5,5.5,10.5,15.5,12.5,2.5,10.5,6.0,13.5
36031294,N03,24,15.62,FEMININ,13.0,14.5,17.0,17.5,18.0,12.0,17.0,11.5,19.5
37002183,N05,1,12.09,FEMININ,7.0,5.5,15.5,10.0,11.0,11.5,7.5,17.5,19.5
31047984,N04,16,9.34,MASCULIN,14.0,12.5,11.0,7.5,7.0,2.0,11.5,4.5,11.5
32033688,N03,9,10.67,MASCULIN,10.0,4.0,12.5,14.0,12.0,9.5,10.0,10.5,8.0
